text,label,label_str
"Tôi hơn 40 tuổi, là mẹ đơn thân của bé trai gần 6 tuổi. Tôi sinh ra ở vùng quê ngoại thành Hà Nội. Do nhà nghèo nên tôi học hết cấp hai đã bắt đầu đi làm. Làng quê tôi tuy là ngoại thành nhưng là làng nghề nên kinh tế khá phát triển. Cách đây gần 10 năm, sau nhiều năm đi làm thuê, tôi bắt đầu tự đứng ra kinh doanh riêng. Do hiểu nghề cùng may mắn, tôi đã có một số thành quả nhất định. Đồng thời, tôi cũng dẫn dắt các anh chị em trong nhà cùng kinh doanh với mình. Thời gian này, tôi gặp bố của con trai tôi. Anh là một trong các mối hàng và đã có gia đình. Do tuổi đã lớn, muốn kiếm một chỗ nương tựa khi về già, tôi đã xin anh một đứa con. Từ khi có bé, công việc của tôi khá thuận lợi. Tôi mua được hai mảnh đất cùng một ngôi nhà có giá trị. Tuy nhiên tai họa bắt đầu từ cuối năm 2024. Vào các buổi tối khi cho con đi ngủ xong, trong lúc nằm buồn lướt điện thoại, tôi bị dính vào lừa đảo đầu tư online. Trong gần một năm, tôi tham gia đầu tư và bị mất rất nhiều tiền. Càng mất càng ham gỡ, tôi như bị bỏ bùa mê, dùng cả tiền hàng, tiền của nhà cung cấp để đầu tư, rồi vay người quen, họ hàng, vay cả xã hội đen. Số tiền mất vì lừa đảo và trả lãi vay lên đến vài chục tỷ đồng. Đến lúc tôi nhận ra mình bị lừa đã muộn mất rồi. Do bị xã hội đen đòi nợ liên tục, cuối năm vừa rồi tôi bỏ nhà đi trốn. Con trai vẫn ở với ông bà ngoại và các bác. Từ một người kinh doanh rất có uy tín trong làng, giờ tôi trở thành người lừa tiền, trốn nợ. Chắc mọi người sẽ hỏi tôi tại sao không bán ba bất động sản để trả nợ. Một miếng đất tôi đã gán nợ cho một chủ nợ, một miếng vẫn thế chấp trong ngân hàng do không có tiền đáo hạn nên sắp bị ngân hàng phát mãi, còn ngôi nhà giá trị nhất tôi có nhờ bán lén khi đi trốn nợ. Tôi hy vọng thu được một phần tiền để làm ăn trả nợ dần, nhưng giờ vẫn chưa nhận được tiền. Hàng đêm tôi không thể ngủ được vì buồn và nhớ con trai. Từ ngày đi trốn, tôi chỉ gặp con được vài lần. Con lại bị tăng động giảm chú ý nên vẫn phải đi học lớp can thiệp. Bố bé có gặp ông bà ngoại để ngỏ ý đón về nuôi nhưng phía nhà tôi không đồng ý. Chuyện chưa dừng ở đây. Trước khi đi trốn, tôi đồng ý bán một mảnh đất cho người trong làng, họ đã chuyển một khoản đặt cọc nhưng do họ không lo được tiền mua nên xin lại cọc. Nếu như bình thường, tôi sẽ trả ngay nhưng do thời điểm đó, tôi như con chong chóng, xoay tiền chỗ này đập chỗ kia nên không trả và bán (thực chất là gán) mảnh đất cho chủ nợ. Trong làng tôi, mọi giao dịch tiền đều rất giản đơn, chỉ nhắn tin, không ký tá giấy tờ đặt cọc gì. Thế nên người mua hụt kia đã làm đơn ra cơ quan công an kiện tôi tội lừa đảo. Mấy ngày gần đây, qua thông tin, tôi đã có giấy triệu tập của cơ quan công an. Giờ tôi chỉ còn một ít tiền để sinh sống qua ngày, không thể lấy tiền đâu ra trả tiền cọc. Anh chị em tôi hiện buôn bán trong làng cũng khó khăn sau sự việc của tôi, bị khách giữ tiền để gán nợ cho các chủ nợ. Tôi đang rất bế tắc, không biết ngày mai sẽ thế nào. Tôi nhớ và thương con trai vô cùng. Thúy Hạnh",1,spam
Né gấp thủ đoạn này: Cảnh báo chiêu trò giả danh nhân viên viễn thông thông báo khóa sim 2 chiều nếu không chuẩn hóa thông tin thuê bao. Đối tượng hướng dẫn làm theo cú pháp để chiếm quyền kiểm soát sim ngân hàng. Cần hết sức cảnh giác để tránh mất tiền.,1,spam
"Ngày 21/8, Công an tỉnh Lâm Đồng cho biết đã khởi tố Phước, 34 tuổi, trú phường Hàm Thắng, để điều tra hành vi Lừa đảo chiếm đoạt tài sản. Theo điều tra ban đầu, Phước làm nghề dịch vụ môi giới bất động sản ở khu vực Bình Thuận cũ. Hai năm trước, một phụ nữ 74 tuổi trú cùng địa phương có nhu cầu tách thửa đất rộng hơn 2.000 m2 nên nhờ anh ta giúp thủ tục. Sau khi nhờ người đo đạc, chỉnh lý thửa đất cũ thành hai thửa mới, người môi giới này nói dối bà không thể cùng lúc đứng tên cả hai sổ đỏ. Phước đề nghị chuyển nhượng tạm một thửa sang tên anh ta để dễ làm thủ tục, cam kết sẽ chuyển nhượng và làm lại tên cho bà sau khi hoàn tất. Tháng 2/2024, vì tin tưởng, cụ bà đã ký hợp đồng chuyển nhượng cho Phước thửa 1.138 m2 và đưa thêm khoảng 20 triệu đồng để anh ta thực hiện hồ sơ. Nhưng sau khi được cấp sổ mới, Phước chỉ giao lại cuốn sổ đứng tên chủ đất cũ. Anh ta lấy cuốn sổ đứng tên mình mang cầm cố, rồi chuyển nhượng luôn cho một người Hà Nội với giá 800 triệu đồng. Khi bị cụ bà đòi lại, Phước đã làm giả cuốn sổ đỏ mang tên bà, rồi trả lại nhằm tạo lòng tin. Thấy bất thường, chủ đất liền trình báo cảnh sát. Phòng Cảnh sát Hình sự cùng các đơn vị nghiệp vụ Công an Lâm Đồng vào cuộc, xác định đây là sổ giả.",1,spam
"[CẢNH BÁO LỪA ĐẢO] Cảnh báo chiêu trò lừa đảo lập trang web, fanpage giả mạo các hãng hàng không bán vé máy bay giá rẻ. Người dân chuyển tiền xong thì không nhận được vé và bị chặn mọi liên lạc. Mọi người tuyệt đối không làm theo!",1,spam
Block Breaker hiện có định dạng Deluxe với các tính năng mới và đồ họa tuyệt vời từ T-Mobile.,1,spam
S'fine.,0,ham
"Tố giác chiêu trò: Cảnh báo chiêu trò lừa đảo lập trang web, fanpage giả mạo các hãng hàng không bán vé máy bay giá rẻ. Người dân chuyển tiền xong thì không nhận được vé và bị chặn mọi liên lạc. Hãy chia sẻ cho người thân cùng biết.",1,spam
Freemsg hi baby wow vừa có một cam moby mới.,1,spam
Bạn sẽ viết bài kiểm tra CCNA trong tuần này ??,0,ham
Trống là trống.,0,ham
Đi ăn tối.msg bạn sau.,0,ham
"Qua văn phòng luật sư tại tỉnh An Huy, Triệu Vy cho biết hôm 13/11, một cổng thông tin đăng nội dung sai sự thật về cô. Bài viết có những câu từ như: ""Triệu Vy và chồng cũ Huỳnh Hữu Long liên quan bí mật với vụ án Xà Trí Giang"", ""Chưa có chứng cứ cho thấy Triệu Vy lừa đảo trên mạng nhưng cô từng là vợ Huỳnh Hữu Long, vợ chồng gắn liền lợi ích, rất khó tách biệt"". Người viết còn ám chỉ Triệu Vy rửa tiền bất hợp pháp. Luật sư của diễn viên cho biết đó là các thông tin ""vô căn cứ, hoàn toàn bịa đặt"", làm tổn thương nghiêm trọng danh dự của Triệu Vy đồng thời gây rắc rối lớn tới tinh thần, đời sống của diễn viên. Phía Triệu Vy yêu cầu công ty sở hữu cổng thông tin xóa bài viết, tăng kiểm duyệt nội dung, tránh sự việc tương tự. Diễn viên sẽ nhờ luật pháp bảo vệ quyền lợi nếu yêu cầu của cô không được giải quyết. Xà Trí Giang bị dẫn độ từ Thái Lan về Trung Quốc hôm 13/11, Bắc Kinh phát lệnh truy nã ông này năm 2012 với cáo buộc điều hành mạng lưới cờ bạc trực tuyến bất hợp pháp. Trùm cờ bạc này bị bắt ở Thái Lan từ tháng 8/2022 theo thông báo đỏ của Interpol. Giai đoạn bị bắt, Xà Trí Giang là người đứng đầu đế chế cờ bạc gồm một khu phức hợp sòng bạc, giải trí và du lịch trị giá 15 tỷ USD mang tên Shwe Kokko, nằm trên biên giới Thái Lan - Myanmar. Triệu Vy từng là minh tinh nổi bật bậc nhất làng giải trí Hoa ngữ, nổi danh qua các phim Hoàn Châu cách cách, Tân dòng sông ly biệt, Họa bì, Đội bóng Thiếu Lâm, Thiên hạ vô song. Cô còn thành công ở vai trò ca sĩ, đạo diễn. Từ năm 2021 đến nay, mọi hoạt động của Triệu Vy ở làng giải trí bị dừng lại. Lần gần nhất minh tinh xuất hiện công khai là tại sự kiện thời trang của hãng Fendi - thương hiệu cô từng làm đại sứ - hồi tháng 7/2021. Tháng 8 cùng năm, toàn bộ phim cô đóng chính bị gỡ khỏi các nền tảng video, tên của diễn viên bị xóa khỏi cổng thông tin các giải thưởng phim ảnh. Các thương hiệu mà Triệu Vy đại diện cũng ẩn hoặc xóa bài viết liên quan cô trên Weibo. Những động thái khiến fan cho rằng minh tinh bị ""phong sát"", nhưng giới chức chưa công bố lý do Triệu Vy bị phạt. Cuối năm 2024, minh tinh cho biết chấm dứt hôn nhân với Huỳnh Hữu Long từ nhiều năm trước, vì thế không liên quan những sự việc liên quan chồng cũ. Theo On, ông Huỳnh Hữu Long vướng nhiều khoản nợ, bị đòi số nợ 700 triệu HKD (hơn 90 triệu USD). Hiện, tổng cộng ông gánh số nợ 1,1 tỷ HKD (141 triệu USD). Trên trang cá nhân những tháng gần đây, Triệu Vy đăng hình du lịch, hành hương các vùng đất Phật giáo. Như Anh (theo Sohu)",1,spam
Ì đang thu thập máy tính xách tay của bạn sau đó sẽ định cấu hình cài đặt izzit?,0,ham
Không sao đâu.,0,ham
Chiều cao của \ oh shit .... !!,0,ham
"Ngày nay, mọi người đang nổi tiếng về cơ hội laxinorfic cho việc vướng vào entropication .... Bạn đã bao giờ xóa bỏ những cuốn sách của bạn cho bộ khuếch đại của FidalFication chưa?",0,ham
"Khoe ảnh đẹp không tỳ vết nhưng Ngọc Trinh khiến người nhìn tá hỏa khi phát hiện ra phần ‘dị dạng’ này!
Không thể đếm được đây là lần thứ bao nhiêu Ngọc Trinh gặp sự cố dở khóc dở cười như thế này!
Ai cũng biết Ngọc Trinh sở hữu các số đo và tỷ lệ thân hình chuẩn. Mỗi khi mặc sexy xuất hiện tại sự kiện thì các khách mời cũng phải lác mắt. Ấy vậy mà đẹp chừng đó vẫn chưa đủ đối với Nữ hoàng nội y, chính vì thế mà cô đã nhiều lần phải nhờ đến photoshop. Tuy nhiên vì quá lạm dụng mà thân hình cô còn bị biến dạng hẳn, nhiều lúc còn bị khuyết cả bộ phận. Mới đây, cô nàng đăng bức ảnh mặc váy đen đẹp miễn chê, gương mặt trong sáng như thiên thần. Tuy nhiên lúc nhìn xuống phía dưới thì ai cũng toá hoả vì Ngọc Trinh bị mất luôn 1 bên chân! Trước đó người đẹp này đã từng muối mặt vì vướng sự cố tương tự.
Đây chính là bức ảnh có vấn đề của Ngọc Trinh. Một chiếc chân đã không cánh mà bay
Nhiều người đã phát hiện ra lỗi photoshop này
Trong cùng bộ ảnh mà Nữ hoàng nội y đăng, cô đẹp long lanh không tì vết
Nhìn người đẹp Trà Vinh thế này ai chẳng thích ngắm
Một trong những bức ảnh không bị photoshop làm mất bộ phận của Ngọc Trinh
Trước đó, Nữ hoàng nội y nhiều lần bị soi mất chân vì chỉnh ảnh quá đà
Một lần khác chiếc chân bỗng biến mất khó hiểu
Không chỉ chân, Ngọc Trinh còn nhiều lần bị bắt lỗi photoshop khác nhau",1,spam
"Cơ quan Cảnh sát điều tra Công an TP Hải Phòng vừa tạm giam Trần Quốc Bảo (28 tuổi, trú Hưng Yên) và Lê Văn Kiên (23 tuổi, trú Thanh Hóa) để điều tra hành vi lừa đảo chiếm đoạt tài sản. Theo cơ quan điều tra, từ tháng 3/2026, Bảo và Kiên góp tiền mua thiết bị GSM Gateway, SIM điện thoại, dựng lên một hệ thống gọi điện qua Internet rồi cho người khác thuê lại. Bảo lo phần kỹ thuật, vận hành hệ thống; Kiên phụ trách tìm khách. Giá thuê chỉ 1.400-1.800 đồng mỗi phút gọi. Hệ thống này là cho phép người thuê dùng ứng dụng gọi điện qua Internet trên điện thoại, trong khi số hiển thị với người nghe máy lại là số thuê bao thật được lắp sẵn trên các thiết bị GSM - một cách ""ngụy trang"" khiến nạn nhân khó lòng nghi ngờ. Đến giữa tháng 5/2026, Bảo và Kiên phát hiện có khách thuê sử dụng hệ thống để thực hiện các cuộc gọi có dấu hiệu lừa đảo. Tuy nhiên, vì lợi nhuận, cả hai vẫn nhắm mắt làm ngơ, tiếp tục cho thuê dịch vụ. Hậu quả, ngày 6/8/2026, một người thuê hệ thống đã gọi điện cho một cụ bà 76 tuổi, trú Hưng Yên), giả danh công an để lừa đảo, chiếm đoạt 60 triệu đồng. Từ dữ liệu trích xuất trên hệ thống của Bảo và Kiên, cơ quan công an đã có căn cứ để làm rõ vụ việc. Lê Tân",1,spam
Yay!,0,ham
Bugis oso gần wat ...,0,ham
"Abeg, kiếm lợi nhuận.",0,ham
Gặp bạn trong tập đoàn St bên ngoài Gap ‰_ Bạn có thể thấy tâm trí của tôi hoạt động như thế nào!,0,ham
Chào mừng bạn đến với Anh-Mobile-Date MSG này miễn phí cho bạn gọi điện miễn phí đến 08719839835. MGS trong tương lai được lập hóa đơn ở mức 150p mỗi ngày.,1,spam
"Tất cả những người cuối cùng từ Stereophonics, Marley, Dizzee Racal, Libertines và The Strokes!",1,spam
Tôi đã cho bạn bao nhiêu.,0,ham
"Cảnh báo chiêu trò lừa đảo lập trang web, fanpage giả mạo các hãng hàng không bán vé máy bay giá rẻ. Người dân chuyển tiền xong thì không nhận được vé và bị chặn mọi liên lạc. Nạn nhân nên trình báo cơ quan công an gần nhất.",1,spam
"Âm thanh gd ... haha ... có thể ... wah, u yan jiu quá nhanh ...",0,ham
"Là một trong những người đăng ký đã đăng ký của chúng tôi, bạn có thể nhập bản vẽ 4 A 100 G.B.",1,spam
"Bà cụ 92 vẫn mang thai, tá hỏa đưa đi khám mới phát hiện sự thật động trời sau 50 năm
(Blogtamsu)  - Ai cũng phải kinh ngạc khi biết nguyên nhân bà cụ 92 tuổi vẫn có thể mang thai.

Cộng đồng my nguyen 27-08-2017

Thực tế, hiếm có cụ bà nào ở ngưỡng tuổi gần đất xa trời lại có thể mang thai. Ấy vậy mà trường hợp một cụ bà dù đã 92 tuổi vẫn có kết quả siêu âm mang thai khiến bác sĩ cũng phải kinh ngạc.

Cụ bà Estela Melendez, 92 tuổi sinh sống một thị trấn nhỏ thuộc vùng La Boca, Chile cho biết bà bị ngã nên đã đến bệnh viện chụp X-quang, siêu âm và kiểm tra sức khỏe. Tuy nhiên, kết quả kiểm tra khiến ai cũng phải kinh ngạc vì bác sĩ phát hiện trong bụng bà Estela Melenadez có một bào thai kì lạ.


Cụ bà 92 tuổi mang bào thai sống trong bụng hơn 50 năm khiến ai cũng kinh ngạc.

Xem Thêm:

Bộ ảnh biếm họa về cuộc sống khiến dân mạng đau đầu giải nghĩa nhưng ai cũng muốn xem

Bà Estela cho biết trước đây bản thân bị một khối u nhỏ trong bụng. Do biết là u lành tính không gây nguy hiểm đến sức khỏe nên bà cũng không đi phẫu thuật trong mấy chục năm qua. Nhưng bà chưa bao giờ biết rằng bản thân mang thai.

Điều kì lạ là, thai nhi bị vôi hóa nằm trong tử cung của bà hơn 60 năm không hề gây nguy hiểm đến sức khỏe của bà cụ. Thông tin này thật sự là một cú sốc với cụ Melendez. Chồng cụ Melendez đã mất cách đây mấy chục năm. Điều đau buồn nhất là hai vợ chồng cụ đã bên nhau nửa quãng đời nhưng lại chẳng thể có được nổi một đứa con.

Cứ nghĩ rằng họ không thể con con nên sau khi cụ ông qua đời bà Melendez cũng cứ ở vậy cho đến khi phát hiện bản thân mang thai trong hơn 60 năm. Cụ bà tin rằng đó là món quà cụ ông dành tặng cho bà trước khi qua đời, là sinh mệnh sống với bà hàng chục năm qua nên bà không muốn phải phẫu thuật loại bỏ bào thai này.


Bà cụ không muốn bỏ bào thai vì vẫn tin tưởng đó là món qua chồng bà tặng bà trong mấy chục năm qua.

Nguyện vọng của cụ bà cũng được các bác sĩ chấp thuận bởi trường hợp phẫu thuật loại bỏ thai nhi cho bà cụ hơn 90 tuổi sẽ gặp nguy hiểm cao hơn là họ không làm gì. Dù sao, bào thai này cũng không gây nguy hiểm đến tính mạng hay sức khỏe của cụ bà.

Xem Thêm:

Từng ép bạn gái đi phá thai, chàng trai không ngờ 10 năm sau mình phải nhận quả báo đau đớn thế này

Nguồn: Liekr


Nghi Ân/Theo Thethaovaxaohoi.vn",1,spam
